BUSINESS NAME, PHONE, WEB, EMAIL, STREET, SUBURB, STATE, POSTCODE, GPS LATITUDE, GPS LONGITUDE
Glass &amp; Window Centre.,(02) 6882 2657,,glassandwindows@commander.net.au,87 Victoria St,NSW,Dubbo,2830,-32.24372, 148.58778
Grassy's Glass,(02) 6765 3566,,admin@grassysglass.com.au,27 Crown St,NSW,Tamworth,2340,-31.088564, 150.916777
Gary Cummins Glass,0408 001 737,,gjcglass@hotmail.com,,,,,-35.1147668, 147.3696159
GCJ Glass &amp; Aluminium,(02) 6792 2172,,accounts@gcjglass.com.au,74 Cooma Rd,NSW,Narrabri,2390,-30.336402, 149.769628
GDA,(02) 9587 8033,,,437 West Botany St,NSW,Rockdale,2216,-33.961521, 151.1444
Geoff's Glass,(02) 6829 0192,,gchaffey@bigpond.net.au,,,,,
Gerry's Glass Pty Ltd,(02) 9660 7722,,,20 Moore St,NSW,Leichhardt,2040,-33.879919, 151.165858
GGA Glass And Aluminium Pty Ltd,(02) 9755 9355,,office@ggaglassandal.com.au,Unit 3 189 Woodville Rd,NSW,Villawood,2163,-33.87779, 150.98023
GHALIB GLASS &amp; ALUMINIUM,0406 253 266,,ghalib.glass@hotmail.com,,,,,-33.8235507, 151.1932497
Gladesville Glass Service,(02) 9817 3416,,sales@gladesvilleglass.com.au,278 Victoria Rd,NSW,Gladesville,2111,-33.828331, 151.126198
Glass Direct,(02) 6361 0196,,info@glass-direct.com.au,173 March St,NSW,Orange,2800,-33.279855, 149.107282
Glass Elegance,(02) 8731 0087,,,Tasman Parade,NSW,Fairfield West,2165,-33.868202, 150.925396
Glass Insulations Pty Ltd,(02) 9587 8207,,,6- 10 Phillips Rd,NSW,Kogarah,2217,-33.97716, 151.13824
Glass Metal Design Pty Ltd,(02) 9686 9512,,siddhesh@glassmetaldesign.com.au,Suite 5/ 7A Old Northern Rd,NSW,Baulkham Hills,2153,-33.761252, 150.993373
Glassology,0475 755 755,,felicity1charlotte@gmail.com,14 Noble St,NSW,Menai,2234,-34.006468, 151.011444
Glass Polish,0418 645 658,,,,,,,-28.821111, 153.2898633
Glass Reflections,(02) 9555 4383,,ask@glassreflections.com.au,,,,,-33.8712283, 151.1607627
Glass Replacement Services,(02) 4284 0033,,,21 Kenny St,NSW,Wollongong,2500,-34.427477, 150.892189
Glazed Co,0499 982 111,,info@glazedco.com.au,Twin Creeks Dr,NSW,Luddenham,2745,-33.840492, 150.759899
Go Get Glazed Pty Ltd,0412 782 067,,,,,,,-33.8047248, 150.8036265
Golden Wattle Glassworks &amp; Gallery,0413 212 979,,,2563 Emmaville Rd,NSW,Glen Innes,2370,-29.698914, 151.716933
Gombos Glass,0414 991 702,,,9 Horan St,NSW,Helensburgh,2508,-34.19394, 150.975678
Goods Car Care,(02) 6040 6600,,,1/ 398 MacDonald Rd,NSW,Lavington,2641,-36.044077, 146.943207
Gordons glass,0424 422 868,,gordonsglass@outlook.com.au,99 Sanderling St,NSW,Hinchinbrook,2168,-33.912502, 150.873487
Gormans Glass,(02) 6645 2644,,info@gormansglass.com.au,107 Jubilee St,NSW,Maclean,2463,-29.465408, 153.222966
Grafton Glass,(02) 6642 5566,,graftonglass@bigpond.com,95 Ryan St,NSW,South Grafton,2460,-29.706422, 152.936106
Greater Glass,(02) 9521 7298,,info@greaterglass.com.au,9/ 9-11 Ethell Rd,NSW,Kirrawee,2232,-34.023631, 151.079993
Great Glass,0447 670 660,,,28 Innes Rd,NSW,Manly Vale,2093,-33.783434, 151.270186
Greenleigh Contractors,0408 620 999,,,,,,,-35.3856609, 149.1995814
Gusto Emergency Glass Replacement,(02) 8261 0039,,info@gustoemergencyglassreplacement.com.au,361-363 Kent St,NSW,Sydney,2000,-33.869275, 151.204317
Guymer's Glass Service,(02) 4821 0478,,guymersglass@bigpond.com,Rear 85 Auburn St,NSW,Goulburn,2580,-34.758677, 149.715547
Guyra Glass &amp; Aluminium,(02) 6779 1913,,,62 Everett St,NSW,Guyra,2365,-30.23175, 151.67288
Glass Benders Pty Ltd,(02) 4577 4822,,info@glassbenders.com.au,Unit 1b/ 46 Mileham St,NSW,Windsor,2756,-33.614604, 150.815159
Glass Revolution,0401 969 192,,m.millen@optusnet.com.au,,,,,-33.5002105, 151.3905756
Grand Glass Repairs - Door &amp; Window Glass Replacement,(02) 7255 6156,,,10-12 Belmore St,NSW,Ryde,2112,-33.813468, 151.10353
Gwydir Glass - Ranbuild Centre,(02) 6752 4579,,accounts@gwydirglass.com,,,,,-29.4635458, 149.8417153
Haines Glass &amp; Glazing,(02) 4261 7295,,info@hainesglass.com.au,298 Princes Hwy,NSW,Dapto,2530,-34.506612, 150.78589
Hawkesbury Glass,0409 586 706,,,,,,,-33.5738261, 150.6277974
Heights Glass,0400 361 617,,,,,,,-33.7149372, 150.7091746
Hunter Valley Glass &amp; Windscreens Pty Ltd,(02) 6572 1788,,enquiries@huntervalleyglass.com.au,5 John Street,NSW,Singleton,2330,-32.570208, 151.164686
Hanlon Windows,(02) 4428 6885,,marketing@hanlonwindows.com.au,84 Victoria Rd,NSW,Drummoyne,2047,-33.854249, 151.157929
Headlands Glass,(02) 6686 7333,,,3/ 27 Southern Cross Dr,NSW,Ballina,2478,-28.84941, 153.55645
Hills District Glass &amp; Glazing,0414 205 845,,philandethan@bigpond.com,,,,,-33.7017237, 150.9239308
Hurlstone Park Glass,(02) 9771 9055,,sales@hpglass.com.au,Unit 8B 78 Gibson Ave,NSW,Padstow,2211,-33.939048, 151.030748
Happy Frog The,(02) 6651 6518,,,16 Park Ave,NSW,Coffs Harbour,2450,-30.298177, 153.113892
Headlands Glass &amp; Windows,(02) 6686 7333,,,23 Southern Cross Dr,NSW,Ballina,2478,-28.849727, 153.556918
HMS Glass &amp; Glazing Pty Ltd,0418 286 272,,hmsalum@yahoo.com.au,Unit 4 14-16,NSW,Punchbowl,2196,-33.932205, 151.0515383
Hurlstone Park Glass &amp; Glazing,(02) 9771 9055,,sales@hpglass.com.au,Unit 8B 78 Gibson Ave,NSW,Padstow,2211,-33.939048, 151.030748
Interwest Glass,(02) 6361 1174,,sales@interwestglass.com.au,17 Astill Dr,NSW,Orange,2800,-33.266852, 149.122693
Johnsen's Glass,(02) 4229 1480,,,,,,,-34.4241792, 150.8935489
Kyrio's Glass &amp; Aluminium,(02) 4272 1856,,info@kyrioswindowsdoors.com.au,13 Lady Penrhyn Dr,NSW,Unanderra,2526,-34.45634, 150.853126
Lakehaven Glass &amp; Glazing,0400 395 578,,,,,,,-33.3890875, 151.4733282
Langson Glass,(02) 4225 1300,,freemansglass@bigpond.com,Cnr Princes Highway Andamp, Old Mt. Ousley Rd,NSW,Fairy Meadow,2519,-34.402441, 150.88957
Liverpool Glass Company,(02) 9607 6566,,admin@liverpoolglass.com.au,PO Box 42,NSW,West Hoxton,2171,-33.9210087, 150.8305421
Lower Clarence Amazing Glazing,0409 267 893,,lcamazingglazing@gmail.com,,,,,-29.4368932, 153.3579936
Lake Macquarie Coastal Glass,0499 556 434,,lmcoastalglass@gmail.com,,,,,-33.1377029, 151.5650438
Lake Macquarie Glass,0419 610 975,,sales@lakemacquarieglass.com.au,,,,,-33.1477239, 151.5386785
Lakes Glass and Glazing,(02) 7201 8831,,lakesglass@yahoo.com,Factory 7 9 David St,NSW,Doyalson,2262,-33.203188, 151.522792
Lickiss Fabrications Pty Ltd,(02) 6621 2351,,sales@lickissfabrications.com,51 Elliott Rd,NSW,South Lismore,2480,-28.811901, 153.264662
Lisa's Designer Glass,0429 001 690,,,,,,,-35.8116831, 145.5673547
Lithgow Glass Services,(02) 6352 2055,,,88 Ferro St,NSW,Lithgow,2790,-33.485527, 150.148724
LnJ RE-GLAZING,0490 447 425,,,,,,,-34.4241792, 150.8935489
Local Glassmaster,0432 074 704,,andy@localglassmaster.com.au,6 Duranbah Dr,NSW,Huskisson,2540,-35.028158, 150.660456
Lockman Doors And Glass,(02) 6772 1397,,sales@lockman.net.au,8-10 Wright Pl,NSW,Armidale,2350,-30.514717, 151.646917
LS Glass &amp; Aluminium Service,0411 524 652,,,,,,,-33.8316338, 151.2221423
Luffy's Glass,0412 301 786,,,Unit 5 90-92 Quarry Rd,NSW,South Murwillumbah,2484,-28.332908, 153.414498
Lanes Glass,0414 184 980,,,,,,,
Liverpool Glass,(02) 9607 6566,,admin@liverpoolglass.com.au,,,,,-33.9200192, 150.9241267
Longford G,(02) 9451 3346,,,7 Evelyn Pl,NSW,Belrose,2085,-33.740582, 151.217245
Luna Glass and Glazing,0430 965 527,,,4 Caley St,NSW,The Oaks,2570,-34.085807, 150.571029
Macarthur Glass,(02) 4626 8486,,,,,,,-34.0516761, 150.830568
Maitland Glass &amp; Windscreen Service,(02) 4932 8725,,admin@maitlandglass.com.au,,,,,
Max's Mobile Windscreens,0427 451 900,,,RMB 3216 21 Avondale Rd,NSW,New Lambton,2305,-32.92035, 151.71091
M&amp;M Glass And Glazing Services,0416 471 050,,,,,,,-32.2652242, 150.8881805
Macksville Glass,0404 466 486,,pazstace@hotmail.com,,,,,-30.7754537, 152.9486424
Macquarie Towns Glass,(02) 4577 4444,,mtg@norwestit.com.au,2 10 Wingate Rd,NSW,Mulgrave,2756,-33.62109, 150.8356
Macquarie Valley Windows,0417 452 827,,,52 Lee St,NSW,Wellington,2820,-32.547646, 148.941743
Magic Glass,(02) 9384 4888,,info@magicglass.com.au,34A-36 Burrows Rd,NSW,Alexandria,2015,-33.916291, 151.185951
Magnetite,1300 738 763,,,Unit 6 / 16 Donaldson St,NSW,Wyong,2259,-33.266605, 151.446643
Maitland Glass SpalshBacks,(02) 4933 4014,,,146 Melbourne St,NSW,East Maitland,2323,-32.748094, 151.579947
Malone Glass,(07) 5524 9024,,admin@maloneglass.com,7 Parkside Dr,NSW,Tweed Heads South,2486,-28.207543, 153.533479
Man Power Glass &amp; Glazing,0419 491 214,,,64 Don Mills Ave,NSW,Hebersham,2770,-33.741897, 150.827607
Marbec Glass &amp; Aluminium Pty Ltd,0431 554 400,,,4/ 4 Grieve Cl,NSW,West Gosford,2250,-33.425518, 151.318033
Master Glass &amp; Glazing,0413 151 106,,robleveni@outlook.com,9 Cabernet Cl,NSW,Eleebana,2282,-33.000946, 151.657147
Master Glass &amp; Hardware,(02) 8102 3849,,masterglasshardware@hotmail.com,13 Marigold St,NSW,Revesby,2212,-33.934969, 150.999746
Master mirror and picture installations,0404 057 631,,mmpi@live.com.au,,,,,-33.87313263, 151.28240382
Mates Rates Glass Repairs,0447 568 223,,matesratesglass@gmail.com,,,,,-33.9166501, 150.8419911
MEEMO GLASS SOLUTIONS,0478 078 435,,Meemoglasssolutions@mail.com,Unit 22 22 Mavis St,NSW,Revesby,2212,-33.934854, 151.018813
MFH Group Holdings Pty Ltd,0414 546 296,,,,,,,-34.1273656, 150.7384173
MGM Aluminium,0432 058 845,,,Unit 10 39 Verge St,NSW,Kempsey,2440,-31.080351, 152.832492
Mick's Glass &amp; Carpentry,0432 375 771,,,Lot 12 Shallow Lead Rd,NSW,Parkes,2870,-33.103878, 148.145837
Mick's Glass &amp; Glazing Service Pty Ltd,(02) 9799 5352,,,45 King St,NSW,Ashbury,2193,-33.900846, 151.120041
Micks Glass &amp; Glazing Service Pty Ltd,(02) 9253 2518,,info@micksglass.com.au,45 King St,NSW,Ashbury,2193,-33.900846, 151.120041
Mobile Auto Glass,0423 393 049,,,22 Quiros Ave,NSW,Fairfield West,2165,-33.863163, 150.92574
Modern Glass Design,0452 066 284,,nathan@modernglassdesign.com.au,,,,,-34.0409889, 151.1224928
Mollymook Glass &amp; Aluminium,(02) 4454 4675,,,,,,,-35.3885617, 150.4447099
Monaro Glass,(02) 6452 1165,,,25 Bradley St,NSW,Cooma,2630,-36.23263, 149.132441
Monk's Glass,0408 696 551,,,,,,,
Montague glass house,0413 406 732,,,21 Graham St,NSW,Narooma,2546,-36.215332, 150.124646
Morgan's Maintenance &amp; Glass,0488 044 035,,morganreece@y7mail.com,398 Old Bundarra Rd,NSW,Inverell,2360,-29.808548, 151.094224
Morisset Glass,(02) 4973 5766,,,Unit 2/ 10 Alliance Ave,NSW,Morisset,2264,-33.11669, 151.47289
Matraville Glass &amp; Glazier,0425 305 282,,,24 Perry St,NSW,Matraville,2036,-33.959203, 151.223503
MIGHTY GLASS 24/7 PTY LTD,0478 052 417,,,1-3 Penrose Cres,NSW,South Penrith,2750,-33.766839, 150.703582
Morisset Glass &amp; Glazing,(02) 4972 7007,,enquiries@morissetglass.com.au,,,,,
Mosman Glass,(02) 9969 7031,,,42 Spit Rd,NSW,Mosman,2088,-33.82371, 151.24153
Moss Vale Glass,(02) 4869 2120,,mossvaleglass@gmail.com,,,,,-34.54760365, 150.39176705
Mudgee Glass &amp; Security Door Services,(02) 6372 3244,,mudgeeglass.orders@bigpond.com,,,,,-32.5904424, 149.5886879
Mount Annan Glass,0412 701 708,,rorky05@gmail.com,8 Childs Pl,NSW,Mt Annan,2567,-34.055437, 150.765809
Murwillumbah Glass &amp; Windscreens,(02) 6672 3464,,,Cnr Stafford St and Tweed Valley Way,NSW,South Murwillumbah,2484,-28.330936, 153.401783
Moruya Glass,0419 211 901,,phillnbradley@hotmail.com,,,,,-35.9092869, 150.0823788
M R S Diamond Glass,(02) 9708 5951,,,Unit 15/ 22 Mavis St,NSW,Revesby,2212,-33.93485, 151.01881
my little glazing company,0407 303 696,,mylittleglazingco@hotmail.com,59 Therry St,NSW,Avalon Beach,2107,-33.624379, 151.322842
Nambucca Glass &amp; Aluminium,(02) 6568 7500,,sales@nambuccaglass.com.au,6 Monro St,NSW,Nambucca Heads,2448,-30.634219, 152.978851
Neutral Bay Glass,(02) 9955 8885,,,,,,,-33.8316338, 151.2221423
New England Glass &amp; Aluminium,(02) 6772 9377,,andrew@newenglandglass.com.au,5 Drew St,NSW,Armidale,2350,-30.511108, 151.646176
Northside Glass and Glazing,(02) 9907 8724,,,Unit 2a 3- 9 Kenneth Rd,NSW,Manly Vale,2093,-33.79524, 151.28487
Namoi Glass Gunnedah,0477 459 970,,tony@namoiglass.com.au,37 Herbert St,NSW,Gunnedah,2380,-30.994885, 150.23502
Narellan Glass,(02) 4626 8486,,,Unit 10/ 3 Hollylea Rd,NSW,Leumeah,2560,-34.050866, 150.826592
Narooma Glass Service,0432 714 199,,naroomaglass@gmx.com,,,,,-36.2182385, 150.1323002
Narrabeen Glass Service,0421 154 864,,rodneycarlos1@optusnet.com.au,,,,,-33.72736272, 151.28135641
Newcastle Shower Screens,(02) 4957 8639,,,,,,,-32.9408505, 151.7093063
New Endeavour Glazing,(02) 9542 3046,,,36 65-75 Captain Cook Dr,NSW,Caringbah,2229,-34.03097, 151.120864
NICK THE GLAZIER,0475 733 480,,info@nicktheglazier.com,,,,,-32.5904424, 149.5886879
Northern Beaches Glass &amp; Aluminium,(02) 6654 0666,,,6 Hawke Dr,NSW,Woolgoolga,2456,-30.122272, 153.192503
Northern Glass,(02) 9905 6789,,,37 Smith Ave,NSW,Allambie,2100,-33.77228, 151.26414
Northern Suburbs Shower Screens,(02) 9905 0227,,info@pridedesign.com.au,9/ 750 Pittwater Rd,NSW,Brookvale,2100,-33.761646, 151.275675
Novacastrian Glass,(02) 4957 3342,,,663 Glebe Rd,NSW,Adamstown,2289,-32.933759, 151.721356
Novus Glass(Newcastle &amp; Port Stephens),,,autoglass2@icloud.com,,,,,
Narrabri Aluminium &amp; Glass,(02) 6799 1312,,,69 Barwan St,NSW,Narrabri,2390,-30.32772, 149.78558
New Endeavour Glazing Pty Ltd,(02) 9542 3046,,,Shop 1 7-9 White St,NSW,Jannali,2226,-34.01691, 151.06576
North Haven Glass &amp; Screens,(02) 6559 9555,,northhavenglassandscreens@hotmail.com,531 Ocean Dr,NSW,North Haven,2443,-31.642109, 152.810098
Novus Windscreen Repairs,(02) 6762 5552,,,,,,,
Outwest Glass,(02) 9687 5444,,,PO Box 208,NSW,Penrith,2751,-33.7521624, 150.6909555
Paddington Glass,(02) 9331 5642,,padglass1@bigpond.com,49 Regent St,NSW,Paddington,2021,-33.88759, 151.22775
Panther Glass,(02) 4722 2787,,pantherglass@bigpond.com,5/ 18-20 Abel St,NSW,Jamisontown,2750,-33.766301, 150.686564
Penrith Glass &amp; Aluminium,(02) 4731 1068,,,,,,,-33.7521624, 150.6909555
Plant Glazing Pty Ltd,(02) 4323 4994,,davidh@plantglazing.com,Unit 4/ 290 Manns Rd,NSW,West Gosford,2250,-33.41829, 151.322949
Paddington Glass Pty Ltd,0411 269 572,,padglass1@bigpond.com.au,,,,,-33.8844231, 151.225864
Pambula Glass &amp; Glazing,(02) 6495 6019,,sales@pambulaglass.com.au,Unit 1 622 Arthur Kaine Dr,NSW,Pambula,2549,-36.928405, 149.881925
Paramount Safety Products,(02) 9601 3877,,,18 Yulong Cl,NSW,Moorebank,2170,-33.941576, 150.929961
Patterson Glass Works,(02) 6562 2322,,pattglass@bigpond.com,10 Hopetoun St,NSW,Kempsey,2440,-31.076392, 152.834855
Paul Murray Glazing Pty Ltd,0418 638 065,,,23 Douglas Mawson Dr,NSW,Dubbo,2830,-32.248484, 148.638008
Penrose Glass,(02) 9553 7855,,info@penroseglass.com.au,6- 10 Phillips Rd,NSW,Kogarah,2217,-33.97716, 151.13824
Perfect Petdoors,,,perfectdoors@gmail.com,,,,,
Peterson B C,(02) 9938 2826,,,,,,,-33.7623885, 151.2712749
Platinum Glass Specialist Pty Ltd,0401 373 289,,,,,,,-33.7399935, 151.2759423
Primal Glass Replacement,(02) 6190 0767,,info@primalglassreplacement.com.au,2 Beatrice St,NSW,Hurstville,2220,-33.955782, 151.094962
Primo Window Glass Replacement,(02) 9161 0963,,,213 Derby St,NSW,Penrith,2750,-33.756537, 150.696272
Pecosa,0415 633 577,,,8 Sam Sing St,NSW,Waterloo,2017,-33.902878, 151.210564
Pet Trading,(02) 9670 3397,,,83 Mandalong Cl,NSW,Orchard Hills,2748,-33.814688, 150.766869
Protec Glass,(02) 9771 6433,,michael@protecglass.com.au,162 Milperra Rd,NSW,Revesby,2212,-33.933781, 151.003445
Queanbeyan Glass,(02) 6299 6999,,,PO Box 7070,NSW,Queanbeyan,2620,-35.3566986, 149.2332258
Quest Collision Centre,(02) 9476 4859,,reception@questcollisioncentre.com.au,49-51 Salisbury Rd,NSW,Asquith,2077,-33.693517, 151.109844
Quickfix Glass Newcastle,(02) 4965 7817,,trials@sensis.com.au,17 Violet Town Rd,NSW,Tingira Heights,2290,-32.993929, 151.670062
QUIK WINDOW GLASS REPLACEMENT,(02) 9051 0536,,info@quikwindowglassreplacement.com.au,67 Castlereagh St,NSW,Sydney,2000,-33.869272, 151.209399
Ryde Glass &amp; Shower Screens,(02) 9808 1344,,,44 Buffalo Rd,NSW,Gladesville,2111,-33.819059, 151.123067
Safety Glass Solutions Pty Ltd,(02) 4821 6255,,,,,,,-34.7545432, 149.7178169
Shining Glass Replacement,(02) 9464 6145,,,10 Free Settlers Dr,NSW,Kellyville,2155,-33.722532, 150.944535
Sl Glass Aluminium,(02) 9728 7874,,,Unit 2/ 4 Barry Rd,NSW,Chipping Norton,2170,-33.915612, 150.967228
South Coast Glass Pty Ltd,(02) 4421 4599,,sales@southcoastglass.com.au,,,,,
Sauer's Glass Pty Ltd,0428 523 780,,,129 Gunnedah Rd,NSW,Taminda,2340,-31.097675, 150.89354
SB Glass &amp; Glazing,(02) 4954 6676,,shane@sbglass.com.au,Unit 1/ 56 Medcalf St,NSW,Warners Bay,2282,-32.966395, 151.646949
Seven Hills Glass,(02) 9624 4848,,sales@sevenhillsglass.com.au,Unit 4 11 Precision Pl,NSW,Mulgrave,2756,-33.632278, 150.838789
Shamrock Glass,0411 419 467,,shamrockglass@y7mail.com,,,,,-34.0158719, 151.0127218
Shane's Glass,0409 070 224,,jpercival@netspeed.com.au,6/ 79 High St,NSW,Queanbeyan East,2620,-35.342275, 149.238657
Shatta Glass,0421 480 866,,robert@shattaglass.com.au,203 Anderson Dr,NSW,Beresfield,2322,-32.8024366, 151.6510429
Shattered Glass Solutions,0411 084 743,,,,,,,-33.9550307, 150.9983426
Sheer,0410 463 029,,,PO Box 619,NSW,Church Point,2105,-33.64563112, 151.28345707
Shoalhaven Glass,(02) 4422 0374,,,Unit 3/ 24 Railway St,NSW,Bomaderry,2541,-34.853817, 150.610765
Shoreline Glass Pty Ltd,0406 246 140,,,81 Yeramba Rd,NSW,Summerland Point,2259,-33.142297, 151.564658
Shoreline Glass Service,0415 792 276,,,,,,,-33.6709853, 151.0961299
Short's Glass,(02) 9892 2788,,,1/ 187 Fairfield Rd,NSW,Guildford,2161,-33.85381, 150.95913
Shower Screens Direct,(02) 4351 0233,,sales@showerscreensdirect.com.au,6/ 16 Donaldson St,NSW,Wyong,2259,-33.266605, 151.446643
Singleton Windscreens &amp; Glass,0414 721 699,,glass@singletonwindscreens.com,5 / 2 Enterprise Cres,NSW,Mcdougalls Hill,2330,-32.551119, 151.143644
Smartglass,(02) 4572 1977,,,3 Serpentine Lane,NSW,Bowen Mountain,2753,-33.575198, 150.634935
Smart Shopfronts,0413 943 674,,,5/ 79 High St,NSW,Queanbeyan East,2620,-35.34227, 149.23867
Smeaton Grange Glass,0428 572 523,,cormackglass@bigpond.com,13 Cedar Wattle St,NSW,Narellan Vale,2567,-34.052278, 150.746447
Soda Lime Glass,(02) 4957 1202,,info@sodalimeglassnewcastle.com.au,8 Norah Rd,NSW,Lambton,2299,-32.915574, 151.720286
SOS Glass Services Pty Ltd,(02) 9751 2141,,borcon@optusnet.com.au,,,,,-33.9679596, 151.1233709
Spectrum Art Glass,(02) 9737 0666,,sales@spectrumartglass.com.au,102 Adderley St West,NSW,Auburn,2144,-33.840637, 151.03789
Splashbacks With Glass,0414 532 616,,splashbacks@bigpond.com.au,,,,,-32.9241733, 151.6236696
Splendid Window Glass Repairs,(02) 8880 6429,,,211 Norton St,NSW,Ashfield,2131,-33.889812, 151.118016
Spot On Glass,(02) 4968 4945,,info@spotonglass.com.au,4 Carbine Close,NSW,Maryland,2287,-32.889758, 151.66813
Stained Glass Magic,(02) 6021 8452,,,Old Struggletown Lincoln Causeway,NSW,Albury,2640,-36.0807785, 146.9164693
Star Glass,(03) 9706 8805,,,220 Frankston-Dandenong Rd,VIC,Dandenong,3175,-38.02255, 145.21334
Statewide Glass,(02) 4735 7639,,,Unit 4/ 140 Russell St,NSW,Emu Plains,2750,-33.74419, 150.65538
Shellharbour City Glass,0415 324 700,,shellharbourcityglass@gmail.com,,,,,-34.5800896, 150.8555255
Sky Blue Glazing,0411 763 003,,info@skyblueglazing.com.au,,,,,
Steadyglass,0404 864 464,,,,,,,-33.8533169, 151.008525
Sterling Blade Company,(02) 4956 5900,,,55 Pendlebury Rd,NSW,Cardiff,2285,-32.940412, 151.653446
Suburban Glass,(02) 9823 6397,,,,,,,-33.8573038, 150.8914651
Superior Windows &amp; Doors,(02) 6551 0616,,info@superiorwd.com.au,,,,,
Swift Glass &amp; Aluminium,0458 348 962,,brett@swiftglassandaluminium.com.au,2/ 6 Bosworth Rd,NSW,Woolgoolga,2456,-30.125398, 153.192431
Steve Wilson Glass,0414 339 578,,stevewilsonglass@hotmail.com,81 Megalong St,NSW,Leura,2780,-33.713806, 150.324813
Superglaze Glass &amp; Glazing,(02) 9736 1300,,superglaze@bigpond.com.au,,,,,-33.85628, 151.1030725
Super Safe Glass &amp; Glazing,0421 999 176,,,,,,,-33.93232381, 151.07448439
sydney glass repairs,0422 555 735,,,3 Parramatta Sq,NSW,Parramatta,2150,-33.816112, 151.005045
Streamline Architectural Building Glazing Pty Ltd,0478 162 599,,michael@sag.net.au,,,,,-33.3582193, 151.2902004
Superior glass services,0423 706 498,,sales@superiorglassservices.com,,,,,-34.4937933, 150.7944772
Surry Hills Glass,(02) 9310 1739,,surryglass@optusnet.com.au,355 Cleveland St,NSW,Surry Hills,2010,-33.890972, 151.210594
Sydney Glass Solutions,0415 877 413,,sydneyglasssolutions@y7mail.com,20-32 Second Rd,NSW,Berkshire Park,2765,-33.665124, 150.790876
Tamworth Glass Pty Ltd,(02) 6765 8133,,admin@tamworthglass.com.au,14-18 Avro St,NSW,Taminda,2340,-31.08674, 150.911512
The Glass Man,0420 669 971,,steve@theglassman.com.au,,,,,-33.9145895, 151.2417243
Town &amp; Country Mobile Glass Service,0407 261 386,,johnnymilosta@hotmail.com,,,,,
Tweed Coast Glass Pty. Ltd.,(02) 6674 4911,,info@tweedcoastglass.com.au,220 Chinderah Bay Dr,NSW,Chinderah,2487,-28.244056, 153.541916
TBE Glass,1800 850 682,,,36 Kooloona Pl,NSW,Bradbury,2560,-34.09165, 150.81641
Terrace Glass Pty Ltd,(02) 4987 4074,,terraceglass@bigpond.com,,,,,-32.7771592, 151.6392089
Terry's Starglass,0419 612 435,,,,,,,-33.9018818, 151.2000103
The Glazier Glass and Showers,0494 023 131,,,,,,,-32.0506991, 150.867872
Tiger Glass,0422 000 144,,desmond_gordon@hotmail.com,,,,,-33.9451294, 150.8877106
Tocumwal Glass,0417 778 485,,,,,,,-35.8116831, 145.5673547
Top Of The Glass,0459 112 089,,info@topoftheglass.com.au,,,,,-33.2515986, 151.4773422
Transparent Constructions,0410 521 581,,,25/ 10-14 Warburton St,NSW,Gymea,2227,-34.03392, 151.08442
Tuf Glass Australia Pty Ltd,(02) 9822 8110,,,,,,,-33.9338954, 150.9483855
Twin Cities Glass,(02) 6040 1919,,info@twincitiesglass.com.au,,,,,
TGA,0412 464 089,,,,,,,-35.3856609, 149.1995814
Total Glass Newcastle,(02) 4951 5322,,,,,,,-32.882661, 151.6573899
Tuggerah Lakes Glass Pty Ltd,(02) 4388 5300,,sales@tuggerahlakesglass.com,1/ 10 Bon Mace Cl,NSW,Berkeley Vale,2261,-33.358746, 151.441591
Ulladulla Glass,(02) 4455 1770,,info@ulladullaglass.com.au,172 Camden St,NSW,Ulladulla,2539,-35.363172, 150.468393
Ultimate Glass Solutions Pty Ltd,0415 214 345,,,,,,,-33.76118677, 150.98340419
Universal Glass,0431 768 155,,,82 Blackwell Ave,NSW,St Clair,2759,-33.809426, 150.781709
Urunga Windows &amp; Glass,(02) 6655 6044,,urungawindows@bigpond.com,Unit 3/1a Marina Crst,NSW,Urunga,2455,-30.486975, 153.008767
Viridian Glass,1800 810 403,,,14 Oldaker St,TAS,Devonport,7310,-41.176264, 146.360139
Wagga Glass &amp; Aluminium,(02) 6933 0330,,sales@waggaglass.com.au,11 Dobney Ave,NSW,Wagga Wagga,2650,-35.116983, 147.34772
Western Plains Windows &amp; Glass P/L,(02) 6884 8818,,rhonda@wpwg.com.au,23 Douglas Mawson Dr,NSW,Dubbo,2830,-32.248484, 148.638008
Wet Design Pty Ltd,(02) 8339 1888,,info@wetdesign.com.au,Unit 2 566 Gardeners Rd,NSW,Alexandria,2015,-33.919213, 151.183897
Wollongong Window Tinting And Sunroof Centre,(02) 4228 4339,,,Unit 3/ 15 Ralph Black Dr,NSW,North Wollongong,2500,-34.40873, 150.894
Wagga Shower Screens And Glass,(02) 6921 7436,,,1 Norton St,NSW,Wagga Wagga,2650,-35.12137, 147.38186
Warringah Glass,0408 482 655,,,,,,,-33.7654317, 151.2505406
Waters Automatic Doors,(02) 6921 3934,,watersautodoors.com.au@hotmail.com,18 Wentworth St,NSW,Wagga Wagga,2650,-35.127966, 147.407879
Watts Glass,0417 540 880,,wattsglass2@gmail.com,,,,,-34.9071999, 150.6025356
Western Sydney Glass,0400 490 505,,,,,,,-33.9200192, 150.9241267
Westlakes Glass &amp; Security Doors,0413 628 777,,westlakesglass@live.com.au,Unit 19 High St,NSW,Toronto,2283,-33.001331, 151.573336
Westlink Glass Pty Ltd,(02) 9603 5961,,,Unit 5/ 2 Liverpool St,NSW,Ingleburn,2565,-33.997165, 150.862391
