BUSINESS NAME, PHONE, WEB, EMAIL, STREET, SUBURB, STATE, POSTCODE, GPS LATITUDE, GPS LONGITUDE
Custom Cabinetmakers,0427 476 310,,customcabinets@people.net.au,73 Esmond Rd, SA,Port Pirie Sout,5540,-33.1941, 138.00895
Custom Made Furniture,,,,,,,,-35.1503681, 138.5035437
Class Cabinets &amp; Maintenance Pty Ltd,0417 881 124,,Trevor@classcabinets.com,,,,,-35.1034659, 138.5574374
Complete Kitchens,(08) 8272 6084,,admin@completekitchens.com.au,6 Allan St, SA,Melrose Par,5039,-34.991839, 138.575786
Custom Creative Cabinets,0430 316 969,,,,,,,-34.7613322, 138.670194
Cutajar Robert,(08) 8447 8998,,,Unit 18 2 Brandwood St, SA,Royal Par,5014,-34.86643, 138.50374
Design Cabinetry,0416 066 110,,designcabinetry8@gmail.com,,,,,-35.1062488, 138.5069118
Diverse Storage Solutions,0414 736 064,,,,,,,-35.4575241, 138.3499615
Duncan Villet,0448 861 784,,info@duncanvillet.com,,,,,-34.8945269, 138.5567274
Empire Cabinetmaker,(08) 9303 2261,,,Unit 2/ 77 Motivation Dr, SA,Wangar,5607,-34.5501319, 135.4785226
Granite Kitchen Makeovers,(08) 8363 6622,,info@kitchens-sa.com,74 Payneham Rd, SA,Stepne,5069,-34.911609, 138.626415
Hy-Craft Furniture &amp; Kitchens,0411 597 562,,hycraft@tpg.com.au,1 Donegal Rd, SA,Lonsdal,5160,-35.118141, 138.494269
Independent Cabinets,0412 807 106,,jciccarello@hotmail.com,,,,,-34.8562274, 138.655745
Instyle Kitchens,0414 719 379,,,13 Fourth Ave, SA,Seato,5023,-34.884736, 138.516985
Intime Kitchens &amp; Interiors Pty Ltd,(08) 8555 0943,,,5 Gundagai St, SA,Goolw,5214,-35.503528, 138.773996
Jachmann G P &amp; A T,(08) 8584 6997,,,Badcoe Rd, SA,Loxto,5333,-34.463498, 140.599433
J.F. Hindes,0414 410 900,,,12 Aberdeen St, SA,Port Adelaid,5015,-34.84611, 138.51208
Johnson Home Improvements,1300 325 411,,sales@jhi.com.au,,,,,
Jono's Cabinets,(08) 8682 6099,,jonoscabinets@esc.net.au,116 New West Rd, SA,Port Lincol,5606,-34.728649, 135.840614
James Rochow Cabinets,0421 825 593,,jrochow@live.com.au,,,,,-34.99806185, 138.57071038
JM Carpentry and Joinery,0404 956 772,,,,,,,-34.9381589, 138.6608164
Jazz Cabinetry Pty Ltd,0412 408 473,,sean@jazzcabinetry.com,Unit 4 30 Jacobsen Cres, SA,Holden Hil,5088,-34.846457, 138.676386
Joe's Quality Country Kitchens,0427 673 092,,,11 Smiths Lane, SA,Kingston S,5275,-36.839911, 139.854193
JS Kitchens and Cabinets,0417 866 126,,jskitchensandcabinets@live.com.au,,,,,-35.0676399, 138.8583142
Kustom Joinery Manufacturers Pty Ltd,0406 577 159,,kjm@kustomjoinery.com,67 Lipson St, SA,Port Adelaid,5015,-34.847017, 138.508305
Ludi-Schutz Thomas,0428 195 445,,enquiries@ludi-schutz.com.au,,,,,-34.523453, 138.9614938
Mack's Cabinets,(08) 8862 1187,,kym@mackscabinets.com.au,,,,,-34.1461701, 138.4151853
McCully Cabinets &amp; Joinery,(08) 8762 2482,,,38 Smith St, SA,Naracoort,5271,-36.957535, 140.738305
Miller Joinery,(08) 8347 4177,,millerjoinery3@optusnet.com.au,27 Circuit Dr, SA,Hendo,5014,-34.879008, 138.518598
MSM Cabinets &amp; Kitchens,0413 732 587,,,,,,,
Maxform Outdoor Kitchens &amp; Cabinets,0433 846 143,,maxformcab@gmail.com,,,,,-34.843768, 138.7016393
MIG Design,(08) 8346 0811,,,106 Frederick St, SA,Wellan,5007,-34.906071, 138.557445
M &amp; M Cabinet Makers,0421 647 791,,,113 Welland Ave, SA,Wellan,5007,-34.90949, 138.55999
Murray Valley Cabinet Making,0421 148 805,,mvcabinetmaking@gmail.com,117 Maurice Rd Murray Bdge, SA,Murray Bridge Eas,5253,-35.1125393, 139.2945857
New Cabinet Concepts,(08) 8186 1700,,admin@newcabinetconcepts.com.au,Unit 5 7/ 28 Heath St, SA,Lonsdal,5160,-35.11367, 138.5039
Precision Joinery,0439 893 538,,precisionjoinery@outlook.com,265 Blocks Rd, SA,Riverto,5412,-34.137808, 138.760306
Quality Cabinetry and Carpentry Pty Ltd,0431 856 387,,,,,,,-34.5921189, 138.5140604
Rocca &amp; Sons Cabinet Making Pty Ltd,(08) 8395 1277,,adelaideprestigekitchens@gmail.com,Unit 1 30-32 Kesters Rd, SA,Para Hil,5096,-34.8019898, 138.640147
SA Kitchens &amp; Joinery,0421 433 684,,ben_richardson@live.com.au,4 23 Hales Dr, SA,Lonsdal,5160,-35.12104, 138.486462
Senator Kitchens,0430 553 302,,senatorkitchens@hotmail.com,,,,,-35.076482, 138.5919324
Solitaire Kitchens,0402 310 629,,,,,,,-34.8704413, 138.7017913
Steven Horn Constructions,(08) 8853 7210,,,Main Rd, SA,Port Vincen,5581,-34.790018, 137.838993
Salter Quality Kitchens,0427 405 023,,,,,,,-34.3521658, 139.6123276
Sampina Joinery Pty Ltd,(08) 8337 8016,,,24 Papagni Ave, SA,Newto,5074,-34.879353, 138.683434
Sims Cabinets,(08) 8371 0995,,,29 Grove Ave, SA,Marlesto,5033,-34.945464, 138.562849
S J Zoanetti Cabinet Makers,0417 829 092,,,24 Wodonga St, SA,Beverle,5009,-34.892619, 138.542102
South Coast Shopfitters Pty Ltd,(08) 8326 4333,,april@southcoastshopfitters.com.au,30 Gurners Lane, SA,Lonsdal,5160,-35.108833, 138.500914
South East Cabinetry,0400 553 138,,asizzo89@outlook.com,22 White Ave, SA,Mt Gambie,5290,-37.82456, 140.758572
Steven's Prestige Cabinets,(08) 8254 2999,,info@stevensprestigecabinets.com,,,,,-34.6891115, 138.6888534
Sandford Cabinet Makers,0419 867 861,,,23 Dinwoodie Ave, SA,Clarence Garden,5039,-34.970156, 138.57524
SM Cabinets,(08) 8369 0714,,,Unit 3/ 43 Jacobsen Crst, SA,Holden Hil,5088,-34.84716, 138.6739
Spencer Gulf Cabinets,(08) 8641 3298,,rob@spencergulfcabinets.com.au,111 Stirling Rd, SA,Port August,5700,-32.502059, 137.777139
St Peters Cabinet Makers,(08) 8281 8337,,,3 Turin Pl, SA,Salisbury Sout,5106,-34.78262, 138.63381
Town &amp; Country Cabinets Pty Ltd,(08) 8391 0855,,,15 Crompton Rd, SA,Totnes,5250,-35.054665, 138.845527
Unique Shopfitters,(08) 8186 4100,,,Unit 4/ 12 Devon St, SA,Lonsdal,5160,-35.11561, 138.50061
Urban Accent,0417 737 664,,,106 Reuben Richardson Rd, SA,Greenwit,5125,-34.762186, 138.717139
Urban Accent – Kitchens &amp; Cabinets,0417 737 664,,nat@urbanaccent.com.au,8 March St, SA,Greenwit,5125,-34.76692, 138.71868
Vento Cabinets,0433 846 143,,ventoprojects@mail.com,,,,,-34.843768, 138.7016393
Wilder Way,0417 824 052,,,14 Fifth St, SA,Wingfiel,5013,-34.84704, 138.548088
Willsden Joinery, Hardware, Glass &amp; Glazing,(08) 8641 1676,,shelley.reed@willsdenjoinery.com.au,98 Railway Parade, SA,Port August,5700,-32.4922874, 137.7630806
Woodform Pty Ltd,(08) 8384 6440,,info@woodform.com.au,4 Aldenhaven Rd, SA,Lonsdal,5160,-35.111573, 138.495987
Yeomans Greg,(08) 8258 8225,,,29 Bremen Dr, SA,Salisbury Sout,5106,-34.781829, 138.634859
YP Cabinets,0488 312 467,,office@yardbuilders.com.au,1 Clift Rd, SA,Ardrossa,5571,-34.43311, 137.908734
Ziersch Cabinet Makers,(08) 8821 4413,,,8 Price St, SA,Matta Fla,5554,-33.970827, 137.707553
B &amp; B Joinery,(03) 6273 1939,,bbjoinery@netspace.net.au,16-18 Pearl St,TAS,Derwent Park,7009,-42.837553, 147.298932
BG Kitchens &amp; Cabinets,0400 939 196,,,,,,,-42.863198, 147.3831536
Plain Shavings,0439 355 110,,,124 Tinderbox Rd,TAS,Blackmans Bay,7052,-43.018062, 147.32159
Abide Design,(03) 9583 3396,,graeme@abidedesign.com.au,Fcty 1/ 88 Voltri St,VIC,Mentone,3194,-37.97627, 145.08351
A Cupboard Above,0417 357 692,,acupboardabove@hotmail.com,188 Gipps St,VIC,Abbotsford,3067,-37.80511, 144.99557
A Fair Price Kitchen,(03) 9793 9895,,,1/ 55 Scott St,VIC,Dandenong,3175,-37.986191, 145.207267
A-Line Joinery,(03) 9330 2144,,,40 Halsey Rd,VIC,Airport West,3042,-37.71902, 144.88814
Able Cabinets,(03) 9793 6400,,arthur@ablecabinets.com.au,9 Elliott Rd,VIC,Dandenong South,3175,-38.02327, 145.211811
Above P.A.R Commercial Joinery,0401 450 547,,,6 Kauri Ct,VIC,Hampton Park,3976,-38.02833, 145.27376
Absolute Kitchens,(03) 5339 9200,,,302 Dowling St,VIC,Wendouree,3355,-37.533885, 143.841809
ABSymmetrix,(03) 9534 6262,,,17 Rings Rd,VIC,Moorabbin,3189,-37.94646, 145.05927
Ace Kitchen &amp; Cabinetry,0413 149 451,,sales@acekc.com.au,21 Gillespie's Lane,VIC,Ballan,3342,-37.61334, 144.23862
ACG KITCHENS &amp; CABINETS,0402 137 148,,info@acgkitchens.com.au,,,,,-37.7674453, 147.8438266
A &amp; C Handley Custombuilt Furniture Pty Ltd,(03) 9762 2879,,,Unit 3/ 6 Melrich Rd,VIC,Bayswater,3153,-37.84597, 145.28412
A D Cabinets,(03) 5962 3622,,,72 Badger Creek Rd,VIC,Healesville,3777,-37.663303, 145.527458
A Direct Kitchen Company,(03) 9326 1955,,,44 Maribyrnong Rd,VIC,Moonee Ponds,3039,-37.77228, 144.9238
ADT Cabinets,(03) 9702 3336,,adt10@bigpond.com.au,10 / 17-23 Keppel Dr,VIC,Hallam,3803,-38.017141, 145.273921
Advanced joinery,0437 769 128,,advanced.joinery@outlook.com,,,,,-38.2247027, 145.3089282
A &amp; E Franze Cabinet Makers,(03) 9360 9121,,,407- 409 Old Geelong Rd,VIC,Hopkins View,3280,-37.86921325, 144.72862675
AF Cabinets &amp; Carpentry,0428 553 750,,afcabinets@outlook.com,15 Chandlers Rd,VIC,Lake Bunga,3909,-37.859551, 148.037367
Affordable Kitchens Design &amp; Installation,(03) 5626 1539,,keithdewit1@bigpond.com,,,,,-38.1611548, 145.9318239
A Franze Cabinets Pty Ltd,(03) 9748 0888,,,115 Elm Park Dr,VIC,Hoppers Crossing,3029,-37.872698, 144.720808
Age cabinets,(03) 9768 3178,,,,,,,-38.0190089, 145.2186499
A G Kitchens,0409 518 443,,,lot 2 Park Rd,VIC,Chewton,3451,-37.088767, 144.28691
A Grade Cabinets Pty Ltd,0411 528 970,,,3 Inala Ct,VIC,Mulgrave,3170,-37.929199, 145.175611
AHP BUILDING PTY LTD,0479 084 077,,auscabinet@gmail.com,,,,,-37.9191499, 145.2355464
AJ's Cabinets Pty Ltd,0433 215 931,,info@ajscabinets.net,,,,,-37.910314, 145.1885049
AL Joinery Pty Ltd,0477 440 046,,aaronlynchjoinery@gmail.com,1 Wade Ct,VIC,Sale,3850,-38.103285, 147.094685
Allcraft Joinery &amp; Design,(03) 9590 9571,,nathan@allcraftjoinery.com.au,15/ 95 White St,VIC,Mordialloc,3195,-37.99889, 145.09479
All Facets Carpentry &amp; Joinery,0419 535 315,,,,,,,-38.2685161, 145.0137448
Alltec Joinery,0428 545 036,,Alltecjoinery@bigpond.com,,,,,-37.98074, 145.315674
ALM Cabinets,(03) 9543 7343,,info@almcabinets.com,27 Clifford St,VIC,Huntingdale,3166,-37.909588, 145.107385
Alpine Custom Joinery,(03) 5751 1613,,,Cnr Howels Lane and Great Alpine Road,VIC,Myrtleford,3737,-36.5616697, 146.7260067
Alpine Forest Kitchens,(03) 5862 1844,,,20 Railway Pl,VIC,Numurkah,3636,-36.09404, 145.43545
A.L.S. Cabinets Pty Ltd,(03) 9752 4227,,,16 Thomas St,VIC,Ferntree Gully,3156,-37.886409, 145.281561
Action Cabinets,(03) 9543 7683,,,396 Clayton Rd,VIC,Clayton,3168,-37.928258, 145.119102
Alban Cabinets,(03) 9311 0700,,,11 Henderson St,VIC,Sunshine North,3020,-37.764383, 144.842272
Andave Cabinets,(03) 9580 4040,,andrew@andave.com.au,41 Jarrah Dr,VIC,Braeside,3195,-38.00366, 145.10887
Andrew Gallagher Cabinet Maker,(03) 5623 6637,,reception@agcabinets.com.au,14 Cadby Ct,VIC,Warragul,3820,-38.163509, 145.941377
Artemis Kitchen Designs,0423 494 545,,,,,,,
Australian Made Wardrobes &amp; Kitchens,(03) 5976 3112,,amwk1@bigpond.com,13 Bruce St,VIC,Mornington,3931,-38.234864, 145.058521
AW Ferres Cabinet Making,0422 099 988,,awferrescabinets@gmail.com,101 Lauriston Reservoir Rd,VIC,Kyneton,3444,-37.257228, 144.440659
Anning Cabinet Makers,(03) 9706 6668,,,Fcty 1/ 483 Hammond Rd,VIC,Dandenong South,3175,-38.03082, 145.20271
Antic Cabinet Makers Pty Ltd,(03) 9798 8945,,sash@antic.com.au,3 Futura Rd,VIC,Keysborough,3173,-37.98646, 145.192
Antoniou Cabinets,(03) 9729 9167,,,Unit 15/ 52 Corporate Blv,VIC,Bayswater,3153,-37.839768, 145.281884
AOJIE Kitchens &amp; Cabinets,(03) 9381 4072,,aojiekitchen@gmail.com,39 Syme St,VIC,Brunswick,3056,-37.76814, 144.95442
Art Tops,(03) 9553 6022,,,1 Walter St,VIC,Moorabbin,3189,-37.93957, 145.06489
A S &amp; N Joinery,(03) 9764 9977,,,4 Samantha Ct,VIC,Knoxfield,3180,-37.90043, 145.25147
A Uden Installations,0407 180 410,,a.udeninstallations@outlook.com,,,,,-37.782736, 145.6103123
Austral Kitchens &amp; Cabinets,(03) 9465 6045,,enquiries@australkitchens.com.au,Fcty 3/ 99 Heyington Ave,VIC,Thomastown,3074,-37.68384, 145.02575
A Village Workshop,0419 439 978,,,,,,,-37.7133532, 145.1489311
A.V.J. Kitchens &amp; Joinery,0414 395 132,,avjkit@bigpond.com,Unit 1 30 Triholm Ave,VIC,Laverton,3028,-37.867566, 144.75836
Award Cabinets,(03) 9532 1900,,info@awardcabinets.com.au,Factory 14/18- 20 Powlett St,VIC,Moorabbin,3189,-37.94588, 145.0754
A Yarra Valley Cabinet Makers Pty Ltd,(03) 9728 8088,,,85 Canterbury Rd,VIC,Kilsyth,3137,-37.81608, 145.32223
Australian Built Cabinets,0403 322 625,,,,,,,-37.7809801, 145.5659447
Azin Decor,0420 549 981,,adam.azindecor@gmail.com,Unit 7 9-11 Clare St,VIC,Bayswater,3153,-37.843466, 145.282436
Babylon Kitchen Cabinets Pty Ltd,(03) 9335 1598,,,13 Barrie Rd,VIC,Tullamarine,3043,-37.711852, 144.876808
Bellissimo Cabinets,(03) 9764 8555,,bellissimocabinets@hotmail.com,Factory 1/ 9 Laser Dr,VIC,Rowville,3178,-37.909971, 145.244054
Bluz Kitchens Dandenong,,,,,,,,
BROOME BEACH PTY. LTD,0412 126 560,,Pundi@broomebeach.com.au,11B Capital Link Dr,VIC,Campbellfield,3061,-37.65694, 144.96332
Barev Cabinets,0402 738 538,,,8 Lansell Dr,VIC,Cranbourne North,3977,-38.083261, 145.289959
Barwon Cabinets,0407 410 022,,hager.5@hotmail.com,Unit 1/ 14 Dendle St,VIC,Grovedale,3216,-38.194628, 144.346075
Bathroom Renovations,0409 437 091,,,28 Mitchell St,VIC,Belmont,3216,-38.175667, 144.351182
Bayside cabinet,0418 302 358,,simon@sasfurniture.com.au,Unit 5 84 Bayfield Rd East,VIC,Bayswater North,3153,-37.825359, 145.279027
B &amp; D Ellison Cabinet Makers,(03) 5725 1683,,,,,,,-36.3079546, 146.5194544
Beaufort: Joinery Pty Ltd,(03) 5349 2187,,,11 Willoby St,VIC,Beaufort,3373,-37.429167, 143.384713
Bel Cabinets,(03) 5981 1788,,,Factory 1/ 4 Newington Ave,VIC,Capel Sound,3940,-38.38032, 144.88524
Belmont Cabinets,(03) 9899 1414,,,Factory 2/ 51 Lexton Rd,VIC,Box Hill North,3129,-37.81165, 145.13724
Benchmark Joinery,(03) 9545 5500,,,unit 1 69 Whiteside Rd,VIC,Clayton South,3169,-37.938077, 145.12348
Benchtop Solutions Pty Ltd,0413 432 650,,info@benchtopsolutions.com.au,,,,,-37.639938, 144.881622
Benway Cabinets Pty Ltd,(03) 5672 3820,,benway315@yahoo.com.au,315 White Rd,VIC,Wonthaggi,3995,-38.58751, 145.57851
BESCO Industries Pty Ltd,(03) 9988 6591,,info@besco.com.au,Macaulay St 27,VIC,Williamstown North,3016,-37.84985, 144.863406
B &amp; F Cabinet Makers,(03) 9534 4599,,,34 Greeves St,VIC,St Kilda,3182,-37.865821, 144.983459
Bianca Cabinet &amp; Design,0450 089 137,,,22A Dandenong St,VIC,Dandenong,3175,-37.99274, 145.199613
Bluz Kitchens Pty Ltd,(03) 9794 9981,,,Fcty 18/ 50 Princes Hwy,VIC,Eumemmerring,3177,-38.000671, 145.239519
BM Joinery,0406 850 707,,terrybai03@gmail.com,6-10 Sullivan St,VIC,Moorabbin,3189,-37.93896, 145.06451
Border Cabinets,(03) 5744 1183,,,Benalla Rd,VIC,Yarrawonga,3730,-36.02665, 145.995791
Bourke's Kitchens,(03) 5441 7786,,reception@bourkeskitchens.com.au,176 Murphy St,VIC,Bendigo,3550,-36.745366, 144.305323
Bradbec Cabinets Pty Ltd,(03) 5428 8133,,,Factory 5/ 12 Ladd Rd,VIC,New Gisborne,3438,-37.467138, 144.604499
Bright Cabinets Pty Ltd,(03) 9357 7962,,,30 Sarah St,VIC,Campbellfield,3061,-37.670755, 144.971057
Brightwell Cabinets,(03) 9791 1060,,,2A Kirkham Rd,VIC,Dandenong South,3175,-37.999911, 145.220831
Brown Bros Cabinet-Works Pty Ltd,(03) 9852 0902,,,2A Apex Crst,VIC,Bulleen,3105,-37.77045, 145.09463
Bucci's Cabinets,(03) 9769 1299,,,2 Futura Rd,VIC,Keysborough,3173,-37.98691, 145.19203
Built Top Cabinets,(03) 9568 4801,,,52 Regent St,VIC,Oakleigh,3166,-37.903134, 145.094537
Burmak Cabinets Pty Ltd,(03) 5979 8993,,admin@burmakcabinets.com.au,2/ 1 Sovereign Dr,VIC,Hastings,3915,-38.29089, 145.18504
Bellarine Cabinets,(03) 5248 7756,,bellarinecabinets@bigpond.com,5 Roxanne Pl,VIC,Newcomb,3219,-38.173545, 144.397757
B &amp; K Cabinets,(03) 5961 5642,,,,,,,
Brockies Cabinets,(03) 5721 5475,,,157 Vincent Rd,VIC,Wangaratta,3677,-36.36412, 146.30476
Buzzed Cabinets,0481 188 821,,,9 Tullaroop Ct,VIC,Lysterfield,3156,-37.910177, 145.27707
Cabco Kitchens Pty Ltd,(03) 9775 0700,,,49 Keppler Cct,VIC,Seaford,3198,-38.097921, 145.152793
Can Do Kitchens,(03) 9735 9004,,,1 Trade Pl,VIC,Lilydale,3140,-37.750268, 145.349247
Cenik's Cabinet,(03) 9551 8142,,teyyami_cenik@hotmail.com,4/ 2 Garden Blv,VIC,Dingley Village,3172,-37.983202, 145.114553
Classic kitchens &amp; cabinets,0499 718 603,,,Unit 2 14 Gasoline Way,VIC,Craigieburn,3064,-37.616689, 144.950412
Cabinet Connections,(03) 5143 1529,,info@cconnections.com.au,4-6 Dawson St,VIC,Sale,3850,-38.092605, 147.057904
Cabinetcraft Kitchens,(03) 9738 7652,,cabinetcraft@netspace.net.au,157-161 Factory 6 Beresford Rd,VIC,Lilydale,3140,-37.750087, 145.337371
Cabinetry Creations,1300 002 224,,Info@cabinetrycreations.com.au,116 Wedgewood Rd,VIC,Hallam,3803,-38.015259, 145.261557
Cabinetry Furniture Kitchens,0404 091 371,,jiri308@gmail.com,Kiewa Valley Hwy,VIC,Tawonga South,3698,-36.718319, 147.145859
Cabinets Plus,0433 467 542,,info@cabinetsplus.com.au,2/ 6 Park Dr,VIC,Dandenong South,3175,-38.031479, 145.220773
Cabinets 'R' Us,(03) 9444 7518,,,14 Curtis Ave,VIC,Watsonia,3087,-37.7149, 145.07625
Cabworx Kitchens,0406 495 762,,jarrod@cabworxkitchens.com.au,19 Dickson St,VIC,Warrnambool,3280,-38.371597, 142.455979
CAD Interiors P/L,0408 148 007,,,4 21 Export Rd,VIC,Craigieburn,3064,-37.601494, 144.947876
Capeview Kitchens,(03) 5672 4890,,,,,,,-38.6059367, 145.588532
Carfi Cabinets &amp; Shopfittings,(03) 9484 5644,,,7 Beecher St,VIC,Preston,3072,-37.75404, 145.02463
Carlton Cabinets,(03) 9459 8153,,chuck@carltoncabinets.com.au,Factory 1/ 16 Korong Rd,VIC,Heidelberg West,3081,-37.733094, 145.047526
Carlyle Cabinet Makers,(02) 6032 8669,,timber.joint@gmail.com,51 Nash's Rd,VIC,Rutherglen,3685,-36.049328, 146.471206
Caroline Springs Wishing Well Hire,,,,3 Trade Park Dr,VIC,Tullamarine,3043,-37.694569, 144.874607
Casey Cabinets,(03) 5997 1423,,,,,,,
Cattanach Kitchens,(03) 5272 2091,,,7 Slevin St,VIC,North Geelong,3215,-38.12185, 144.349663
Cedar Cabinets,(03) 9308 9740,,,15 Thornycroft St,VIC,Campbellfield,3061,-37.645826, 144.942163
Ceratech Designer Kitchens,(03) 9335 3240,,,Factory 4 57 Garden Dr,VIC,Tullamarine,3043,-37.69005, 144.87574
Chaucer Cabinets,(03) 9728 2399,,lance@chaucercabinets.com.au,Factory 2/ 143-145 Canterbury Rd,VIC,Kilsyth,3137,-37.819713, 145.31079
Chenoweth Kitchens,(03) 5562 3414,,,217 Koroit St,VIC,Warrnambool,3280,-38.382293, 142.479582
Chris Lawerence,(03) 5472 3133,,cdlawerence@mmnet.com.au,61 Princess St,VIC,Campbells Creek,3451,-37.086716, 144.191881
Chris Mack Cabinets,0402 158 468,,,7 Wattlebird Ct,VIC,Dingley Village,3172,-37.98753, 145.127942
C K Joinery,(03) 9761 4345,,,Unit 1 12 Eastspur Ct,VIC,Kilsyth South,3137,-37.822601, 145.315022
CKM Cabinets,0412 347 184,,ckmcabinets@gmail.com,,,,,-38.1083474, 145.2844247
Clamor Pty Ltd,(03) 9786 6674,,,90 Brunel Rd,VIC,Seaford,3198,-38.101329, 145.154372
Clayton R. M. Joinery Pty Ltd,(03) 5721 5122,,admin@rmclaytonjoinery.com.au,28- 32 Newman St,VIC,Wangaratta,3677,-36.36619, 146.30938
Clock It Pty Ltd,(03) 9720 6580,,scott@clockit.com.au,Unit 5/ 21 Malvern St,VIC,Bayswater,3153,-37.84229, 145.27345
CNC PRO,0411 174 767,,sam@cncpro.com.au,15-17 Antonella Ct,VIC,Dandenong South,3175,-38.03331, 145.20567
Colonial Woodcraft Products,0409 187 700,,,103 Kennedy St,VIC,Portland,3305,-38.33601, 141.59381
Complete Cabinets,(03) 9397 8400,,admin@comcabsvic.com,Factory 1 8 Albemarle St,VIC,Williamstown,3016,-37.850946, 144.86649
Complete Shopfitters Pty Ltd,(03) 9791 2584,,,41 Kitchen Rd,VIC,Dandenong South,3175,-38.018315, 145.224616
Concept Cabinets Pty Ltd,(03) 9462 2533,,admin@conceptcabinets.com.au,Factory 35/ 7 Dunstans Ct,VIC,Thomastown,3074,-37.693588, 145.019395
Cailes Cabinets,0407 842 241,,jcaile@bigpond.net.au,Factory 2/ 329 White Rd,VIC,Wonthaggi,3995,-38.58654, 145.57724
Cedro Cabinets,(03) 9354 1254,,,25 Trade Pl,VIC,Coburg North,3058,-37.724682, 144.971746
Classic Joinery,0409 538 138,,,21A Randor St,VIC,Campbellfield,3061,-37.66465, 144.96564
Continental Cabinets,0415 918 467,,,Factory 2/ 3 Heversham Dr,VIC,Seaford,3198,-38.111886, 145.140911
Contour Cabinets Vic Pty Ltd,(03) 8761 6770,,,Factory 4/ 155 Canterbury Rd,VIC,Kilsyth,3137,-37.819255, 145.308891
Craft Style Cabinets Pry Ltd,(03) 9798 1422,,stevens9813@gmail.com,Unit 4 9 Monterey Rd,VIC,Dandenong South,3175,-38.023588, 145.219845
CR &amp; R Kitchens,0428 345 556,,,Shed 7 39 Hovell St,VIC,Wodonga,3690,-36.118656, 146.891418
Customcraft Shopfitting Pty Ltd,(03) 9585 2805,,,33- 35 Jack Rd,VIC,Cheltenham,3192,-37.96066, 145.04233
Contrast Cabinets,(03) 9729 3139,,,Fcty 2/ 48 Jersey Rd,VIC,Bayswater,3153,-37.845, 145.27798
Cook &amp; Nation Pty Ltd,(03) 9729 3111,,sales@cookandnation.com.au,32 Malvern St,VIC,Bayswater,3153,-37.843406, 145.274132
Coop's cabinets,0407 832 254,,,295 Hooper Rd,VIC,Tatura,3616,-36.383429, 145.23636
Creative Cabinets,(03) 9798 3006,,,Fcty 1/ 7 Futura Rd,VIC,Keysborough,3173,-37.986186, 145.19146
Creative Design Cabinets,(03) 9555 9393,,,,,,,
CSG Cabinets,0417 549 553,,csgcabinets@gmail.com,70/22 Dunn Crst,VIC,Dandenong,3175,-37.994286, 145.192819
Cubin Management,0438 600 449,,reception@cubin.com.au,5 Misten Ave,VIC,Altona North,3025,-37.830022, 144.839409
Cupboard Boys Pty Ltd The,(03) 9796 5797,,info@thecupboardboys.com.au,8 Astro Ct,VIC,Hallam,3803,-38.015175, 145.256674
Customize Australia Pty. Ltd.,(03) 9543 9012,,,4/ 13-19 Coora Rd,VIC,Oakleigh South,3167,-37.91543, 145.1046
Custom Kitchens &amp; Granite,,,robmihan@msn.com,259 Etiwanda Ave,VIC,Mildura,3500,-34.192267, 142.173247
Custom Living Solutions,0425 771 495,,daniel@customlivingsolutions.com.au,48 Hawker St,VIC,Airport West,3042,-37.721997, 144.887153
Courtesy Cabinets,(03) 9723 7099,,,5/ 40 Lacey St,VIC,Croydon,3136,-37.79592, 145.28656
CRK Cabinets,(03) 5627 8447,,,205 Williamsons Rd,VIC,Nilma,3821,-38.14735, 146.01087
Curv Living,(03) 8288 2292,,info@curvliving.com.au,59 Factory 5 Jersey Rd,VIC,Bayswater,3153,-37.839052, 145.280284
Cut Price Cabinetry,(03) 8370 3545,,,9 Corr St,VIC,Moorabbin,3189,-37.940556, 145.069
D'Arcy Cabinets,0414 825 673,,jdcabinets@iprimus.com.au,Factory 1 21 Simcock St,VIC,Somerville,3912,-38.221971, 145.180958
Deep Blue Cabinets,(03) 9334 2555,,,Unit 8/ 8-10 Catalina Dr,VIC,Tullamarine,3043,-37.6912, 144.87983
Desire Kitchens,0423 946 944,,desire_kitchens@msn.com,Fac 2/18 Corr St,VIC,Moorabbin,3189,-37.94117, 145.06974
Diverse Kitchens,0407 171 074,,,61 Gardenia St,VIC,Pakenham,3810,-38.063649, 145.48913
Darryl J King Cabinet Making &amp; Carpentry Services,(03) 9596 6677,,,2 Cowra St,VIC,Brighton,3186,-37.905218, 145.006505
Davey Cabinets Pty Ltd,(03) 9720 7989,,daveycabinets4@bigpond.com,Factory 7/ 18-20 Burton Ct,VIC,Bayswater,3153,-37.84706, 145.27298
Decor Cabinets,0421 223 514,,,7 Strathearn Ave,VIC,Murrumbeena,3163,-37.90618, 145.06715
Delightful Cabinets,0414 305 300,,,2/ 18 Salvator Dr,VIC,Campbellfield,3061,-37.671686, 144.964386
Deluxe Interiors OZ,0422 508 019,,info@deluxeinteriorsoz.com.au,Factory 6 72-80 Hampstead Rd,VIC,Maidstone,3012,-37.77758, 144.877812
Design &amp; Construct Cabinetry,0424 172 727,,mark_mchugh@outlook.com,3/ 44 Brunel Rd,VIC,Seaford,3198,-38.100439, 145.145174
Designer Cabinetry,(03) 5167 5677,,info@designercabinetry.com.au,11 Sale Rd,VIC,Maffra,3860,-37.974317, 146.9831619
Diamond Valley Woodcraft Pty Ltd,0408 536 251,,,31 Susan St,VIC,Eltham,3095,-37.720806, 145.140844
